handle,url,title,vendor,category,productType,collections,available,priceMin,priceMax,compareAt,zeroPrice,duplicateTitle,nearDuplicates,imageMain,imageCount,missingImages,photoPreparing,altMissing,altInternal,descriptionLength,ingredientes,supplementFacts,porcion,cantidad,modoUso,advertencias,contraindicaciones,claims,claimClass,metaTitle,metaDescription,ogTitle,ogDescription,canonical,structuredData,productSchema,availabilitySchema,httpStatus,gtinUpc,sku,relatedProducts,notes,regulatoryStatus,reviewReason
"cabezales-para-cepillo-philips-sonicare-c1-5pz","https://drop-shop-g7.myshopify.com/products/cabezales-para-cepillo-philips-sonicare-c1-5pz","Cabezales Para Cepillo Philips Sonicare C1 - 5pz","Philips","cosmético/cuidado personal o dispositivo","Higiene oral","higiene-bucal","true","121416","121416","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelPhi-282-principal-lote-philips-02.png?v=1786397044","5","false","false","5","","613","false","false","false","false","false","false","false","","SAFE","Cabezales Para Cepillo Philips Sonicare C1 - 5pz &ndash; Drop Shop","Pack de 5 cabezales de repuesto para cepillo dental Philips Sonicare, serie C1 ProResults, para la limpieza diaria.Compatibilidad. Ajuste a presión (snap-on), el estándar de los mangos Sonicare actuales. Antes de comprar, comprueba que tu mango sea de ajuste a presión y no de rosca: si tienes dudas, escríbenos con el m","Cabezales Para Cepillo Philips Sonicare C1 - 5pz","Pack de 5 cabezales de repuesto para cepillo dental Philips Sonicare, serie C1 ProResults, para la limpieza diaria.Compatibilidad. Ajuste a presión (snap-on), el estándar de los mangos Sonicare actuales. Antes de comprar, comprueba que tu mango sea de ajuste a presión y no de rosca: si tienes dudas, escríbenos con el m","https://drop-shop-g7.myshopify.com/products/cabezales-para-cepillo-philips-sonicare-c1-5pz","true","true","true","200","","BelPhi-282","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"cabezales-para-cepillo-philips-sonicare-w2-4pz","https://drop-shop-g7.myshopify.com/products/cabezales-para-cepillo-philips-sonicare-w2-4pz","Cabezales Para Cepillo Philips Sonicare W2 - 4pz","Philips","cosmético/cuidado personal o dispositivo","Higiene oral","higiene-bucal","true","160000","160000","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelPhi-263-Negro-principal-lote-philips-02.png?v=1786397040","5","false","false","5","","629","false","false","false","false","false","false","false","","SAFE","Cabezales Para Cepillo Philips Sonicare W2 - 4pz &ndash; Drop Shop","Pack de 4 cabezales de repuesto para cepillo dental Philips Sonicare, serie W2 Optimal White, enfocado a las manchas superficiales.Compatibilidad. Ajuste a presión (snap-on), el estándar de los mangos Sonicare actuales. Antes de comprar, comprueba que tu mango sea de ajuste a presión y no de rosca: si tienes dudas, esc","Cabezales Para Cepillo Philips Sonicare W2 - 4pz","Pack de 4 cabezales de repuesto para cepillo dental Philips Sonicare, serie W2 Optimal White, enfocado a las manchas superficiales.Compatibilidad. Ajuste a presión (snap-on), el estándar de los mangos Sonicare actuales. Antes de comprar, comprueba que tu mango sea de ajuste a presión y no de rosca: si tienes dudas, esc","https://drop-shop-g7.myshopify.com/products/cabezales-para-cepillo-philips-sonicare-w2-4pz","true","true","true","200","","BelPhi-263-Negro","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"cepillo-dental-electrico-philips-sonicare-one-para-ninos-azul","https://drop-shop-g7.myshopify.com/products/cepillo-dental-electrico-philips-sonicare-one-para-ninos-azul","Cepillo dental Electrico Philips Sonicare One para niños azul","Philips","cosmético/cuidado personal o dispositivo","Higiene oral","higiene-bucal","true","51500","51500","","false","false","cepillo-dental-electrico-philips-sonicare-one-para-ninos-morado","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelPhi-197-Azul-principal-philips-01.png?v=1786397030","5","false","false","5","","798","false","false","false","false","true","false","false","","SAFE","Cepillo dental Electrico Philips Sonicare One para niños azul &ndash; Drop Shop","Cepillo dental eléctrico Philips One for Kids by Sonicare, pensado para niños de 3 años en adelante. Funciona con pila, no con base de carga. Este es el azul.Cómo limpiaUsa microvibraciones suaves, para que el paso del cepillo manual al eléctrico no sea brusco. El cabezal es compacto, de cerdas suaves y con respaldo de","Cepillo dental Electrico Philips Sonicare One para niños azul","Cepillo dental eléctrico Philips One for Kids by Sonicare, pensado para niños de 3 años en adelante. Funciona con pila, no con base de carga. Este es el azul.Cómo limpiaUsa microvibraciones suaves, para que el paso del cepillo manual al eléctrico no sea brusco. El cabezal es compacto, de cerdas suaves y con respaldo de","https://drop-shop-g7.myshopify.com/products/cepillo-dental-electrico-philips-sonicare-one-para-ninos-azul","true","true","true","200","","BelPhi-197-Azul","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"exfoliante-acido-salicilico-bha-al-2-paulas-choice-x30-ml","https://drop-shop-g7.myshopify.com/products/exfoliante-acido-salicilico-bha-al-2-paulas-choice-x30-ml","Exfoliante Acido Salicílico BHA al 2 % Paula's Choice x30 ml","Paula's Choice","cosmético/cuidado personal o dispositivo","Cuidado facial","mas-vendidos|rostro","true","74596","74596","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelPau-001-principal.png?v=1786466569","5","false","false","5","","436","false","false","false","true","true","true","false","","SAFE","Exfoliante Acido Salicílico BHA al 2 % Paula's Choice x30 ml &ndash; Drop Shop","Exfoliante líquido con ácido salicílico al 2 %, el producto más vendido de Paula&#39;s Choice en el mundo. Desobstruye los poros y suaviza la textura sin frotar: la exfoliación es química, no mecánica.Cómo se usaLa fórmula está pensada para uso diario. Consulta en la etiqueta de tu envase la pauta y las advertencias comple","Exfoliante Acido Salicílico BHA al 2 % Paula&#39;s Choice x30 ml","Exfoliante líquido con ácido salicílico al 2 %, el producto más vendido de Paula&#39;s Choice en el mundo. Desobstruye los poros y suaviza la textura sin frotar: la exfoliación es química, no mecánica.Cómo se usaLa fórmula está pensada para uso diario. Consulta en la etiqueta de tu envase la pauta y las advertencias comple","https://drop-shop-g7.myshopify.com/products/exfoliante-acido-salicilico-bha-al-2-paulas-choice-x30-ml","true","true","true","200","","BelPau-001","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"acido-glicolico-the-ordinary-100ml-uso-facial","https://drop-shop-g7.myshopify.com/products/acido-glicolico-the-ordinary-100ml-uso-facial","Acido Glicolico The Ordinary 100(ml), uso facial","The Ordinary","cosmético/cuidado personal o dispositivo","Cuidado facial","mas-vendidos|rostro","true","74987","74987","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelOrd-58-360-slot.webp?v=1786644937","6","false","false","6","","867","false","false","false","true","true","true","true","","SAFE","Acido Glicolico The Ordinary 100(ml), uso facial &ndash; Drop Shop","Tónico exfoliante con ácido glicólico al 7 % de The Ordinary. Renueva la superficie de la piel y aporta luminosidad.Cómo se usaAplica una vez al día, preferiblemente por la noche, en rostro y cuello, con un algodón o con los dedos. No se aclara.Advertencias Contiene un alfa hidroxiácido (AHA) que puede aumentar la sens","Acido Glicolico The Ordinary 100(ml), uso facial","Tónico exfoliante con ácido glicólico al 7 % de The Ordinary. Renueva la superficie de la piel y aporta luminosidad.Cómo se usaAplica una vez al día, preferiblemente por la noche, en rostro y cuello, con un algodón o con los dedos. No se aclara.Advertencias Contiene un alfa hidroxiácido (AHA) que puede aumentar la sens","https://drop-shop-g7.myshopify.com/products/acido-glicolico-the-ordinary-100ml-uso-facial","true","true","true","200","","BelOrd-58","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"serum-niacinamida-ordinary-30ml-tratamiento-facial","https://drop-shop-g7.myshopify.com/products/serum-niacinamida-ordinary-30ml-tratamiento-facial","Serum Niacinamida Ordinary 30(ml), tratamiento facial","The Ordinary","cosmético/cuidado personal o dispositivo","Cuidado facial","mas-vendidos|rostro","true","60030","60030","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelOrd-55-360-slot.jpg?v=1786571724","6","false","false","6","","660","false","false","false","true","true","true","true","tratamiento","REVIEW","Serum Niacinamida Ordinary 30(ml), tratamiento facial &ndash; Drop Shop","Sérum de niacinamida al 10 % con zinc al 1 % de The Ordinary. Ayuda a regular la producción de grasa y a reducir el aspecto de poros y marcas.Cómo se usaAplica unas gotas en el rostro por la mañana y por la noche, después de limpiar y antes de las cremas o tratamientos más densos. Al ser una fórmula con base de agua, v","Serum Niacinamida Ordinary 30(ml), tratamiento facial","Sérum de niacinamida al 10 % con zinc al 1 % de The Ordinary. Ayuda a regular la producción de grasa y a reducir el aspecto de poros y marcas.Cómo se usaAplica unas gotas en el rostro por la mañana y por la noche, después de limpiar y antes de las cremas o tratamientos más densos. Al ser una fórmula con base de agua, v","https://drop-shop-g7.myshopify.com/products/serum-niacinamida-ordinary-30ml-tratamiento-facial","true","true","true","200","","BelOrd-55","true","","REVIEW","Término sensible contextual; comprobar contra etiqueta y autorización aplicable."
"acido-salicilico-ordinary-30ml-uso-facial","https://drop-shop-g7.myshopify.com/products/acido-salicilico-ordinary-30ml-uso-facial","Acido Salicilico Ordinary 30(ml), uso facial","The Ordinary","cosmético/cuidado personal o dispositivo","Cuidado facial","mas-vendidos|rostro","true","60060","60060","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelOrd-217-360-slot.jpg?v=1786563076","6","false","false","6","","761","false","false","false","true","false","true","true","","SAFE","Acido Salicilico Ordinary 30(ml), uso facial &ndash; Drop Shop","Solución de ácido salicílico (BHA) de The Ordinary para uso facial. Exfolia dentro del poro y ayuda a reducir imperfecciones en piel grasa.Advertencias Contiene un beta hidroxiácido (BHA) que puede aumentar la sensibilidad de la piel al sol y la posibilidad de quemadura solar: usa protector solar, ropa que cubra y limi","Acido Salicilico Ordinary 30(ml), uso facial","Solución de ácido salicílico (BHA) de The Ordinary para uso facial. Exfolia dentro del poro y ayuda a reducir imperfecciones en piel grasa.Advertencias Contiene un beta hidroxiácido (BHA) que puede aumentar la sensibilidad de la piel al sol y la posibilidad de quemadura solar: usa protector solar, ropa que cubra y limi","https://drop-shop-g7.myshopify.com/products/acido-salicilico-ordinary-30ml-uso-facial","true","true","true","200","","BelOrd-217","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"acido-azelaico-al-10-1fl-oz-the-ordinary","https://drop-shop-g7.myshopify.com/products/acido-azelaico-al-10-1fl-oz-the-ordinary","Acido azelaico al 10% 1Fl Oz, The Ordinary","The Ordinary","cosmético/cuidado personal o dispositivo","Cuidado facial","mas-vendidos|rostro","true","90915","90915","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelOrd-194-360-slot.jpg?v=1786566630","6","false","false","6","","602","false","false","false","true","true","true","true","","SAFE","Acido azelaico al 10% 1Fl Oz, The Ordinary &ndash; Drop Shop","Suspensión de ácido azelaico al 10 % de The Ordinary, en un sistema de crema-gel ligero. Se usa para trabajar manchas y tono desigual del rostro.Cómo se usaAplica una pequeña cantidad en el rostro por la mañana y por la noche. Evita el contorno de ojos y el contacto con ojos y boca.Advertencias Usa protección solar dur","Acido azelaico al 10% 1Fl Oz, The Ordinary","Suspensión de ácido azelaico al 10 % de The Ordinary, en un sistema de crema-gel ligero. Se usa para trabajar manchas y tono desigual del rostro.Cómo se usaAplica una pequeña cantidad en el rostro por la mañana y por la noche. Evita el contorno de ojos y el contacto con ojos y boca.Advertencias Usa protección solar dur","https://drop-shop-g7.myshopify.com/products/acido-azelaico-al-10-1fl-oz-the-ordinary","true","true","true","200","","BelOrd-194","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"hidratante-facial-olay-regenerist-hyaluronic-peptide-24","https://drop-shop-g7.myshopify.com/products/hidratante-facial-olay-regenerist-hyaluronic-peptide-24","Hidratante facial Olay Regenerist Hyaluronic + Peptide 24","Olay","REVIEW","Cuidado facial","rostro","true","79920","79920","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelOla-377-360-slot.jpg?v=1786570776","6","false","false","6","","745","true","false","false","false","true","false","false","","SAFE","Hidratante facial Olay Regenerist Hyaluronic + Peptide 24 &ndash; Drop Shop","Hidratante facial Olay Regenerist Hyaluronic + Peptide 24, de textura gel y sin fragancia.Qué llevaLos ingredientes declarados incluyen niacinamida, hialuronato de sodio (la forma en sal del ácido hialurónico, que retiene agua), palmitoil pentapéptido-4 (el péptido conocido como KTTKS o pentapéptido de colágeno) y pant","Hidratante facial Olay Regenerist Hyaluronic + Peptide 24","Hidratante facial Olay Regenerist Hyaluronic + Peptide 24, de textura gel y sin fragancia.Qué llevaLos ingredientes declarados incluyen niacinamida, hialuronato de sodio (la forma en sal del ácido hialurónico, que retiene agua), palmitoil pentapéptido-4 (el péptido conocido como KTTKS o pentapéptido de colágeno) y pant","https://drop-shop-g7.myshopify.com/products/hidratante-facial-olay-regenerist-hyaluronic-peptide-24","true","true","true","200","","BelOla-377","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"ogx-aceite-de-argan-de-marruecos-penetrante-3-3-onzas-3-3-fl-oz","https://drop-shop-g7.myshopify.com/products/ogx-aceite-de-argan-de-marruecos-penetrante-3-3-onzas-3-3-fl-oz","Ogx Aceite de argán de Marruecos penetrante 3.3 onzas (3.3 fl oz)","OGX","cosmético/cuidado personal o dispositivo","Cuidado capilar","cabello","true","51047.6","51047.6","60056.00","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelOgx-001-360-slot.webp?v=1786643788","6","false","false","6","","553","false","false","false","true","true","false","false","tratamiento","REVIEW","Ogx Aceite de argán de Marruecos penetrante 3.3 onzas (3.3 fl oz) &ndash; Drop Shop","Renewing + Argan Oil of Morocco Penetrating Oil de OGX. Es un tratamiento capilar sin enjuague con aceite de argán y siliconas acondicionadoras.Para quién esLa marca lo indica para todo tipo y textura de cabello, sobre todo para aportar suavidad, brillo y control en medios y puntas.Cómo se usaPon una pequeña cantidad e","Ogx Aceite de argán de Marruecos penetrante 3.3 onzas (3.3 fl oz)","Renewing + Argan Oil of Morocco Penetrating Oil de OGX. Es un tratamiento capilar sin enjuague con aceite de argán y siliconas acondicionadoras.Para quién esLa marca lo indica para todo tipo y textura de cabello, sobre todo para aportar suavidad, brillo y control en medios y puntas.Cómo se usaPon una pequeña cantidad e","https://drop-shop-g7.myshopify.com/products/ogx-aceite-de-argan-de-marruecos-penetrante-3-3-onzas-3-3-fl-oz","true","true","true","200","","BelOgx-001","true","","REVIEW","Término sensible contextual; comprobar contra etiqueta y autorización aplicable."
"lumify-redad-alivio-gotas-de-ojos-0-08-onzas-2-5ml","https://drop-shop-g7.myshopify.com/products/lumify-redad-alivio-gotas-de-ojos-0-08-onzas-2-5ml","LUMIFY Redad Alivio Gotas de ojos 0.08 onzas (2.5ml)","Lumify","medicamento/OTC - confirmar estatus INVIMA","Cuidado de ojos, cejas y pestañas","rostro","true","112962","112962","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelLum-001-360-slot.webp?v=1786645047","6","false","false","6","","991","false","false","false","true","true","true","false","alivio","REMOVE / REWRITE","LUMIFY Redad Alivio Gotas de ojos 0.08 onzas (2.5ml) &ndash; Drop Shop","Gotas oftálmicas de venta libre con tartrato de brimonidina al 0,025 %, indicadas para aliviar el enrojecimiento del ojo por irritaciones menores.Cómo actúaLa brimonidina es un agonista alfa-2 selectivo: contrae las vénulas en lugar de las arteriolas, lo que reduce el enrojecimiento con menor riesgo de efecto rebote qu","LUMIFY Redad Alivio Gotas de ojos 0.08 onzas (2.5ml)","Gotas oftálmicas de venta libre con tartrato de brimonidina al 0,025 %, indicadas para aliviar el enrojecimiento del ojo por irritaciones menores.Cómo actúaLa brimonidina es un agonista alfa-2 selectivo: contrae las vénulas en lugar de las arteriolas, lo que reduce el enrojecimiento con menor riesgo de efecto rebote qu","https://drop-shop-g7.myshopify.com/products/lumify-redad-alivio-gotas-de-ojos-0-08-onzas-2-5ml","true","true","true","200","","BelLum-001","true","P0: Brimonidina oftálmica con claims de inicio y duración, respaldados solo con FDA/fabricante; requiere verificación INVIMA y copy limitado a lo autorizado.","MEDICAMENTO / ESTATUS COLOMBIA NO VERIFICADO","Brimonidina oftálmica con claims de inicio y duración, respaldados solo con FDA/fabricante; requiere verificación INVIMA y copy limitado a lo autorizado."
"base-bb-cream-loreal-paris-30-ml","https://drop-shop-g7.myshopify.com/products/base-bb-cream-loreal-paris-30-ml","Base Bb Cream L'oréal Paris 30 (ml)","L'Oréal Paris","REVIEW","Maquillaje","maquillaje","true","89000","89000","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelLor-33-360-slot.jpg?v=1786632126","6","false","false","6","","506","false","false","false","true","true","false","false","","SAFE","Base Bb Cream L'oréal Paris 30 (ml) &ndash; Drop Shop","Magic Skin Beautifier BB Cream de L&#39;Oréal Paris en la variante Anti-Redness, que es verde en el envase y no un tono tradicional de base.Cómo funcionaLos pigmentos verdes neutralizan visualmente las rojeces y al extenderla se transforman en un tono universal. Da cobertura ligera, hidratación y acabado natural.Importante","Base Bb Cream L&#39;oréal Paris 30 (ml)","Magic Skin Beautifier BB Cream de L&#39;Oréal Paris en la variante Anti-Redness, que es verde en el envase y no un tono tradicional de base.Cómo funcionaLos pigmentos verdes neutralizan visualmente las rojeces y al extenderla se transforman en un tono universal. Da cobertura ligera, hidratación y acabado natural.Importante","https://drop-shop-g7.myshopify.com/products/base-bb-cream-loreal-paris-30-ml","true","true","true","200","","BelLor-33","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"lashfood-prebase-para-pestanas-con-colageno","https://drop-shop-g7.myshopify.com/products/lashfood-prebase-para-pestanas-con-colageno","Lashfood Prebase Para Pestañas Con Colágeno","LashFood","cosmético/cuidado personal o dispositivo","Cuidado de ojos, cejas y pestañas","maquillaje","true","71635","71635","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelLas-118-360-slot.webp?v=1786649466","6","false","false","6","","522","false","false","false","true","true","false","false","","SAFE","Lashfood Prebase Para Pestañas Con Colágeno &ndash; Drop Shop","Conditioning Collagen Lash Primer de LashFood. Prebase blanca para pestañas con colágeno, péptidos y microfibras, que ayudan a crear apariencia de mayor longitud y volumen antes de la máscara.Cómo se usaAplica desde la raíz con un ligero movimiento en zigzag hasta las puntas y repite si quieres más efecto; después cubr","Lashfood Prebase Para Pestañas Con Colágeno","Conditioning Collagen Lash Primer de LashFood. Prebase blanca para pestañas con colágeno, péptidos y microfibras, que ayudan a crear apariencia de mayor longitud y volumen antes de la máscara.Cómo se usaAplica desde la raíz con un ligero movimiento en zigzag hasta las puntas y repite si quieres más efecto; después cubr","https://drop-shop-g7.myshopify.com/products/lashfood-prebase-para-pestanas-con-colageno","true","true","true","200","","BelLas-118","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"tinte-para-bigote-y-barba-just-for-men-ref-m35-x2-5-onz","https://drop-shop-g7.myshopify.com/products/tinte-para-bigote-y-barba-just-for-men-ref-m35-x2-5-onz","Tinte para bigote y barba Just For Men REF. M35 x2.5 onz","Just For Men","cosmético/cuidado personal o dispositivo","Afeitado y grooming","cabello","true","103700","103700","122000.00","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelJus-001-360-slot.jpg?v=1786568106","6","false","false","6","","1123","false","false","false","true","true","true","false","","SAFE","Tinte para bigote y barba Just For Men REF. M35 x2.5 onz &ndash; Drop Shop","Just For Men Mustache &amp;amp; Beard, referencia M-35 Medium Brown (castaño medio). Es un tinte en gel de dos componentes, para bigote y barba.Cómo se usaCon el vello facial limpio, seco y sin producto, mezcla partes iguales de base de color y revelador en la bandeja incluida, con la brocha, hasta que quede uniforme. Apli","Tinte para bigote y barba Just For Men REF. M35 x2.5 onz","Just For Men Mustache &amp;amp; Beard, referencia M-35 Medium Brown (castaño medio). Es un tinte en gel de dos componentes, para bigote y barba.Cómo se usaCon el vello facial limpio, seco y sin producto, mezcla partes iguales de base de color y revelador en la bandeja incluida, con la brocha, hasta que quede uniforme. Apli","https://drop-shop-g7.myshopify.com/products/tinte-para-bigote-y-barba-just-for-men-ref-m35-x2-5-onz","true","true","true","200","","BelJus-001","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"polvo-adhesivo-para-dentaduras-fixodent-extra-hold-2-7-onzas-76g","https://drop-shop-g7.myshopify.com/products/polvo-adhesivo-para-dentaduras-fixodent-extra-hold-2-7-onzas-76g","Polvo adhesivo para dentaduras Fixodent Extra Hold 2.7 onzas - 76g","Fixodent","cosmético/cuidado personal o dispositivo","Higiene oral","higiene-bucal","true","60280","60280","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelFix-001-360-slot.webp?v=1786642224","6","false","false","6","","760","false","false","false","true","true","true","true","","SAFE","Polvo adhesivo para dentaduras Fixodent Extra Hold 2.7 onzas - 76g &ndash; Drop Shop","Polvo adhesivo para dentaduras Fixodent Extra Hold.Cómo se usaLimpia la dentadura, humedécela, aplica el polvo en capa fina, sacude el exceso e insértala sosteniéndola un momento en su lugar. No uses más de 1/4 de cucharadita ni más de una vez al día. Con el uso correcto, el frasco rinde entre 9 y 10 semanas.Advertenci","Polvo adhesivo para dentaduras Fixodent Extra Hold 2.7 onzas - 76g","Polvo adhesivo para dentaduras Fixodent Extra Hold.Cómo se usaLimpia la dentadura, humedécela, aplica el polvo en capa fina, sacude el exceso e insértala sosteniéndola un momento en su lugar. No uses más de 1/4 de cucharadita ni más de una vez al día. Con el uso correcto, el frasco rinde entre 9 y 10 semanas.Advertenci","https://drop-shop-g7.myshopify.com/products/polvo-adhesivo-para-dentaduras-fixodent-extra-hold-2-7-onzas-76g","true","true","true","200","","BelFix-001","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"hidratante-para-cara-y-piel-coera-suero-de-niacinamida-con-zinc-4-fl-oz-x-118-ml","https://drop-shop-g7.myshopify.com/products/hidratante-para-cara-y-piel-coera-suero-de-niacinamida-con-zinc-4-fl-oz-x-118-ml","Hidratante para cara y piel, Coera Suero de niacinamida con zinc 4 fl oz X 118 ml","Coera","REVIEW","Cuidado facial","rostro","true","62700","62700","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelCoe-331-360-slot.webp?v=1786648192","6","false","false","6","","637","false","false","false","true","true","false","false","","SAFE","Hidratante para cara y piel, Coera Suero de niacinamida con zinc 4 fl &ndash; Drop Shop","Sérum acuoso y sin fragancia Niacinamide &amp;amp; Zinc de Coera, con niacinamida, Zinc PCA, glicerina vegetal y ácido hialurónico, además de goma xantana, sorbato de potasio y benzoato de sodio.Cómo se usaAplica unas gotas sobre la piel limpia, antes de la crema hidratante.Sobre la concentraciónLa marca lo llama professio","Hidratante para cara y piel, Coera Suero de niacinamida con zinc 4 fl ","Sérum acuoso y sin fragancia Niacinamide &amp;amp; Zinc de Coera, con niacinamida, Zinc PCA, glicerina vegetal y ácido hialurónico, además de goma xantana, sorbato de potasio y benzoato de sodio.Cómo se usaAplica unas gotas sobre la piel limpia, antes de la crema hidratante.Sobre la concentraciónLa marca lo llama professio","https://drop-shop-g7.myshopify.com/products/hidratante-para-cara-y-piel-coera-suero-de-niacinamida-con-zinc-4-fl-oz-x-118-ml","true","true","true","200","","BelCoe-331","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
"splash-mist-champagne-toast-236-ml-bath-body","https://drop-shop-g7.myshopify.com/products/splash-mist-champagne-toast-236-ml-bath-body","Splash Mist Champagne Toast 236 ml, Bath & Body","Bath & Body Works","cosmético/cuidado personal o dispositivo","Cuidado corporal y fragancias","cuerpo-y-aroma","true","99990","99990","","false","false","","https://cdn.shopify.com/s/files/1/0694/7563/1258/files/BelBat-452-360-slot.webp?v=1786651858","6","false","false","6","","442","false","false","false","true","true","false","false","","SAFE","Splash Mist Champagne Toast 236 ml, Bath & Body &ndash; Drop Shop","Bruma corporal Champagne Toast de Bath &amp;amp; Body Works. Notas de champán burbujeante, frutos rojos chispeantes y mandarina jugosa: festivo y afrutado, no dulce empalagoso.Cómo se usaSobre la piel seca después de la ducha. La marca la formula para cuerpo y cabello, y está pensada para superponerse con la crema del mism","Splash Mist Champagne Toast 236 ml, Bath &amp; Body","Bruma corporal Champagne Toast de Bath &amp;amp; Body Works. Notas de champán burbujeante, frutos rojos chispeantes y mandarina jugosa: festivo y afrutado, no dulce empalagoso.Cómo se usaSobre la piel seca después de la ducha. La marca la formula para cuerpo y cabello, y está pensada para superponerse con la crema del mism","https://drop-shop-g7.myshopify.com/products/splash-mist-champagne-toast-236-ml-bath-body","true","true","true","200","","BelBat-452","true","","COSMÉTICO/CUIDADO PERSONAL — validar NSO y rotulado","Sin claim de alto riesgo detectado en texto extraíble."
